# t (s)	mx ()	my ()	mz ()	E_total (J)	MaxAngle (rad)
0	-1.3724212e-09	-3.094635e-09	0.99555576	-1.2884941e-16	0.65495616
2.7437618038513407e-12	4.3456576e-09	-3.9505976e-09	0.9904054	-1.2860091e-16	0.5572381
5.204410724244512e-12	1.496289e-08	1.9094557e-09	0.98366946	-1.2780675e-16	0.5625146
7.746753800942139e-12	2.2979311e-08	3.0287918e-08	0.97359955	-1.2566773e-16	0.5827332
1.0063840779231029e-11	6.8312422e-09	3.535785e-08	0.9492537	-1.2257405e-16	0.4162582
1.2583427584967349e-11	-4.9777533e-08	4.5826933e-08	0.9006221	-1.2014977e-16	0.4749588
1.5259525509572627e-11	-7.133463e-07	-4.27323e-07	0.8393872	-1.1657994e-16	0.52672935
1.7593671596980103e-11	1.4814742e-07	-5.648433e-06	0.76284957	-1.1871581e-16	0.3067538
2.017781953986021e-11	2.4174828e-05	-3.447555e-06	0.65913194	-1.137508e-16	0.48884052
2.2591106481676284e-11	6.221915e-05	-1.45244385e-05	0.5683018	-9.5136094e-17	1.0624223
2.5038996435013225e-11	7.8059864e-05	-0.00014357292	0.48793948	-1.03893905e-16	1.071821
2.7645930572552593e-11	-4.7922393e-05	-0.0002133398	0.47637936	-1.10980586e-16	0.9199229
3.001281247145157e-11	-0.0001482022	-0.00023586449	0.48006225	-1.1408934e-16	0.87949824
3.2782355023739855e-11	-0.00019979438	-0.00024658334	0.48338872	-1.163268e-16	0.9036282
3.5235159029145886e-11	-0.00019956208	-0.00021272323	0.48237392	-1.1793344e-16	0.8755501
3.7616337028721165e-11	-0.000174751	-0.00014240273	0.4785599	-1.1912974e-16	0.80162245
4.002248090274784e-11	-0.00013475519	-7.305083e-05	0.47342587	-1.1987681e-16	0.7270625
4.27165588635207e-11	-9.236353e-05	-2.9888446e-05	0.467542	-1.202999e-16	0.6612163
4.5118702443094225e-11	-6.504238e-05	-1.6689828e-05	0.46273005	-1.2047925e-16	0.60702467
4.751606234360328e-11	-4.4902037e-05	-1.4583435e-05	0.45848244	-1.2057056e-16	0.58516526
5.0209925719251627e-11	-2.683602e-05	-1.5422607e-05	0.4543772	-1.2062343e-16	0.5756284
5.260428541274738e-11	-1.3930203e-05	-1.50313335e-05	0.45129	-1.2064804e-16	0.5705314
5.529891667369186e-11	-3.3938104e-06	-1.2540383e-05	0.44840053	-1.2066199e-16	0.5650011
5.7693082321871924e-11	2.3234784e-06	-9.4265215e-06	0.44630936	-1.2066698e-16	0.5605471
6.008720621908388e-11	5.2215873e-06	-6.509466e-06	0.4446247	-1.2066769e-16	0.5571794
6.278192537571719e-11	6.3381417e-06	-4.1154694e-06	0.44316143	-1.2066555e-16	0.5539837
6.517623593522599e-11	6.423919e-06	-2.7822744e-06	0.44219315	-1.2066229e-16	0.55219275
6.757166031144553e-11	6.227953e-06	-1.9092581e-06	0.44148716	-1.2065863e-16	0.5509207
7.026448439897228e-11	5.8906708e-06	-1.1351714e-06	0.44095337	-1.206546e-16	0.54984844
7.265936090763757e-11	5.4656193e-06	-4.916519e-07	0.44066653	-1.2065136e-16	0.54932284
7.50516612076304e-11	4.8770294e-06	9.1192966e-08	0.44051886	-1.206486e-16	0.54923743
7.774479453759754e-11	4.0458235e-06	5.851823e-07	0.44047806	-1.2064605e-16	0.54931784
8.013744012030677e-11	3.2484943e-06	8.2893416e-07	0.44052288	-1.2064429e-16	0.5494993
8.253112122359608e-11	2.4918725e-06	9.029421e-07	0.44062048	-1.2064297e-16	0.5497422
8.522297812577731e-11	1.764765e-06	8.498724e-07	0.4407705	-1.2064192e-16	0.5501278
8.761627379783304e-11	1.2460185e-06	7.44984e-07	0.44092268	-1.2064134e-16	0.55056363
9.000912528861425e-11	8.338395e-07	6.2788166e-07	0.44107988	-1.2064101e-16	0.55098504
9.270140857861942e-11	4.6801415e-07	4.9928974e-07	0.44125172	-1.2064089e-16	0.5514229
9.509440593969052e-11	2.125257e-07	3.9041782e-07	0.4413932	-1.2064094e-16	0.5517762
9.778660552233529e-11	-7.1604584e-09	2.7221265e-07	0.44153526	-1.2064113e-16	0.55212235
1.0017939200240741e-10	-1.4572768e-07	1.7359585e-07	0.44164422	-1.2064134e-16	0.55238223
1.0257249095149365e-10	-2.3515933e-07	8.5102464e-08	0.44173616	-1.2064162e-16	0.5525977
1.052644367864419e-10	-2.860068e-07	3.2592433e-09	0.44181976	-1.2064192e-16	0.5527897
1.0765729166129461e-10	-2.9697796e-07	-4.9909218e-08	0.44187748	-1.2064217e-16	0.5529202
1.1005033681758693e-10	-2.875377e-07	-8.543168e-08	0.44192135	-1.2064245e-16	0.5530169
1.1274225077175029e-10	-2.619411e-07	-1.05480964e-07	0.44195643	-1.2064272e-16	0.55309147
1.1513492336818052e-10	-2.328219e-07	-1.12954176e-07	0.44197693	-1.2064293e-16	0.55313104
1.1752773089393383e-10	-2.0055869e-07	-1.1153855e-07	0.4419894	-1.2064309e-16	0.55315167
1.2021955124671701e-10	-1.636206e-07	-1.0406533e-07	0.44199577	-1.2064325e-16	0.5531551
1.2261259455152277e-10	-1.3153844e-07	-9.33658e-08	0.44199634	-1.2064337e-16	0.5531457
1.2500499193358939e-10	-1.01711436e-07	-8.0592194e-08	0.44199356	-1.2064346e-16	0.5531274
1.276966322671727e-10	-7.229594e-08	-6.46252e-08	0.44198766	-1.2064354e-16	0.5531012
1.3008869516809154e-10	-5.0024447e-08	-5.0831026e-08	0.441981	-1.2064356e-16	0.5530724
1.3278018698343027e-10	-3.0831124e-08	-3.4880486e-08	0.44197285	-1.206436e-16	0.55303705
1.351720040022017e-10	-1.7152178e-08	-2.3242684e-08	0.4419655	-1.2064362e-16	0.553007
1.3756437060960305e-10	-7.0616935e-09	-1.3234502e-08	0.44195852	-1.2064363e-16	0.5529782
1.4025579245433703e-10	8.888845e-10	-3.358008e-09	0.44195133	-1.2064362e-16	0.5529488
1.4264783045102146e-10	5.9258967e-09	1.5473175e-09	0.4419457	-1.2064363e-16	0.55292445
1.4504021065902857e-10	9.2345225e-09	6.485565e-09	0.44194093	-1.2064362e-16	0.5529032
