# t (s)	mx ()	my ()	mz ()	E_total (J)	MaxAngle (rad)
0	1.5217366e-10	3.6890585e-10	0.9952402	-1.2847277e-16	0.26547554
2.5064476269700037e-12	3.16205e-10	2.9775973e-10	0.99206465	-1.2835134e-16	0.23376969
5.019290836439776e-12	5.638989e-10	4.7430754e-10	0.9880241	-1.2799664e-16	0.22450852
7.528204460481708e-12	1.9499309e-10	1.1594183e-09	0.9837623	-1.2726056e-16	0.22999331
1.0035096826470915e-11	-1.515149e-09	8.2213303e-10	0.97900224	-1.2586731e-16	0.24470285
1.2541736398947447e-11	-2.1607343e-09	-3.4360945e-09	0.9679389	-1.2349322e-16	0.24553157
1.5047843828777764e-11	7.3623068e-09	-9.970998e-09	0.9321064	-1.2216304e-16	0.19896972
1.750416684468582e-11	4.203814e-08	-1.5441344e-08	0.873503	-1.2143526e-16	0.14106794
2.0010549783183575e-11	1.708515e-07	1.2090099e-07	0.80691487	-1.170571e-16	0.1982922
2.2519567622108298e-11	1.2252944e-07	5.046421e-07	0.7256783	-1.08258943e-16	0.3101846
2.503333486697892e-11	-3.241312e-07	9.2831993e-07	0.64602464	-1.1463712e-16	0.20057394
2.7510919600396072e-11	-4.790295e-07	6.1034416e-07	0.5965546	-1.1513429e-16	0.16181232
3.0044533556121474e-11	-5.143707e-07	6.8709244e-07	0.5505397	-1.1102985e-16	0.17498283
3.2517585429707006e-11	-1.0796109e-06	6.159463e-07	0.5226903	-1.09524814e-16	0.21359214
3.503901037196746e-11	-1.3467751e-06	5.798515e-07	0.5071414	-1.09388204e-16	0.2668621
3.751054864459759e-11	-1.197247e-06	8.643464e-07	0.5004279	-1.106577e-16	0.29782587
4.0030405549933696e-11	-7.6064697e-07	1.1790916e-06	0.4978521	-1.1315782e-16	0.29806894
4.250000443388475e-11	-2.967373e-07	1.2169309e-06	0.49587741	-1.1567128e-16	0.2902774
4.5018732661423184e-11	2.0561231e-08	1.0242516e-06	0.49274373	-1.1756812e-16	0.28165764
