# t (s)	mx ()	my ()	mz ()	E_total (J)	MaxAngle (rad)
0	1.3744789e-09	6.9135464e-10	0.97953653	-2.0725773e-17	0.26627403
2.512194562072632e-12	4.3209664e-10	1.0534927e-09	0.9801511	-2.072628e-17	0.26689962
5.035699092286152e-12	6.337417e-10	3.950598e-10	0.980989	-2.0726868e-17	0.26966205
7.507666890837846e-12	7.489675e-10	2.3045155e-10	0.9817831	-2.0727588e-17	0.27528158
1.0028244659805224e-11	5.925897e-10	3.2921648e-11	0.98255295	-2.0728441e-17	0.28079793
1.2548303935382117e-11	4.156358e-10	5.2674637e-10	0.9833189	-2.072933e-17	0.28623816
1.5018563878862273e-11	5.432072e-10	4.938247e-10	0.9840671	-2.0730144e-17	0.29506525
1.7537981533865685e-11	8.250988e-10	5.2674637e-10	0.98478657	-2.0730839e-17	0.30236283
2.000750447176296e-11	6.831242e-10	6.9135464e-10	0.98539585	-2.0731353e-17	0.3086419
2.252608042298217e-11	6.296265e-10	7.2427625e-10	0.9858826	-2.0731702e-17	0.31674764
2.5044547638331313e-11	5.473224e-10	3.950598e-10	0.9862239	-2.0731909e-17	0.32252952
2.7513538522213688e-11	2.057603e-10	2.6337318e-10	0.98643005	-2.0732012e-17	0.3261198
3.003183245644325e-11	1.358018e-10	3.950598e-10	0.98653376	-2.073205e-17	0.32797983
3.250070844154487e-11	-5.967049e-10	9.218062e-10	0.9865544	-2.0732071e-17	0.3283804
3.501890871134671e-11	1.1275665e-09	-1.316866e-09	0.98651284	-2.0732081e-17	0.32769772
3.75370732799392e-11	2.3045155e-09	-3.950598e-10	0.98642504	-2.07321e-17	0.32619572
4.00058208382294e-11	3.6213814e-09	-1.975299e-10	0.98630863	-2.0732126e-17	0.3242072
4.252393394833723e-11	4.370349e-09	1.777769e-09	0.9861743	-2.0732154e-17	0.32191932
4.504201102594436e-11	-2.098755e-10	3.8847547e-09	0.9860377	-2.0732182e-17	0.31959668
4.751070540175277e-11	-4.0205563e-09	2.1069855e-09	0.9859126	-2.0732207e-17	0.3174568
5.002874712308895e-11	-3.2674736e-09	-1.4485525e-09	0.9858013	-2.0732228e-17	0.31553924
5.254678914672328e-11	0	-2.633732e-09	0.9857109	-2.073224e-17	0.31396702
5.501545123900145e-11	2.732497e-09	-1.1851794e-09	0.9856441	-2.0732248e-17	0.31279457
5.753348411067196e-11	2.757188e-09	5.5966803e-10	0.98559755	-2.0732248e-17	0.311974
6.000211482790735e-11	2.115216e-09	1.9752988e-09	0.9855713	-2.0732255e-17	0.3115084
6.252011884734774e-11	4.773639e-10	2.3703588e-09	0.9855613	-2.0732256e-17	0.31133154
6.503812771863906e-11	-4.979399e-10	1.316866e-09	0.9855652	-2.0732255e-17	0.31139788
6.750674943089227e-11	-1.1193361e-09	3.950598e-10	0.98557884	-2.0732253e-17	0.31163844
7.002475237821483e-11	1.0699536e-10	-5.2674637e-10	0.98559964	-2.0732256e-17	0.31200078
7.25427555709623e-11	1.4526678e-09	-5.925897e-10	0.9856243	-2.0732256e-17	0.31242654
7.501135834806548e-11	1.958838e-09	4.609031e-10	0.9856493	-2.0732256e-17	0.312861
7.752934032868198e-11	1.4197461e-09	1.1851794e-09	0.98567384	-2.0732258e-17	0.31328696
8.004732679291086e-11	4.773639e-10	1.1193361e-09	0.9856958	-2.073226e-17	0.31366736
8.251592885092882e-11	2.9217964e-10	4.609031e-10	0.9857139	-2.0732261e-17	0.3139815
8.503389986623253e-11	3.5802292e-10	3.292165e-10	0.9857283	-2.073226e-17	0.31423268
8.750250820432526e-11	5.6789845e-10	3.292165e-10	0.9857386	-2.0732261e-17	0.31441003
9.002047529459246e-11	9.79419e-10	-6.5843296e-11	0.98574525	-2.073226e-17	0.3145251
9.253843754735921e-11	1.4814742e-09	5.925897e-10	0.9857484	-2.073226e-17	0.3145802
9.500701238008425e-11	1.1646033e-09	9.876494e-10	0.9857489	-2.073226e-17	0.3145875
9.752497066922049e-11	7.407371e-10	6.58433e-10	0.98574716	-2.0732263e-17	0.31455803
1.0004291161253483e-10	5.432072e-10	8.5596286e-10	0.9857439	-2.0732261e-17	0.31450176
1.0251148521534944e-10	5.555528e-10	6.58433e-10	0.98573965	-2.0732261e-17	0.31443048
1.0502943677289695e-10	1.11110565e-10	7.901196e-10	0.98573506	-2.0732261e-17	0.31435105
1.0754739045576874e-10	-1.23456185e-11	6.58433e-10	0.98573047	-2.0732261e-17	0.31427142
1.100159440288741e-10	3.2921648e-11	2.6337318e-10	0.9857264	-2.0732261e-17	0.3141993
1.1253389458714874e-10	7.407371e-10	-3.2921648e-11	0.9857227	-2.0732261e-17	0.31413567
1.150024430027691e-10	8.683085e-10	4.609031e-10	0.98571986	-2.0732261e-17	0.31408474
1.1752037922998032e-10	5.39092e-10	3.292165e-10	0.98571754	-2.0732263e-17	0.31404576
1.2003829600429193e-10	4.2798143e-10	5.925897e-10	0.9857161	-2.073226e-17	0.31401932
1.2250684182100626e-10	5.349768e-10	3.292165e-10	0.98571527	-2.0732263e-17	0.31400448
1.2502476804355275e-10	7.7365875e-10	6.5843296e-11	0.9857149	-2.0732261e-17	0.31399885
1.2754269295077829e-10	1.1275665e-09	3.950598e-10	0.98571503	-2.0732261e-17	0.31400177
1.3001124592011762e-10	8.5184765e-10	7.901196e-10	0.98571557	-2.073226e-17	0.31400988
1.3252917278037286e-10	7.489675e-10	7.571979e-10	0.9857163	-2.073226e-17	0.31402183
1.3504708641414992e-10	8.39502e-10	3.950598e-10	0.98571706	-2.0732263e-17	0.3140363
1.375156310832937e-10	6.090505e-10	5.925897e-10	0.98571795	-2.073226e-17	0.3140502
1.4003355381749343e-10	6.337417e-10	7.901196e-10	0.98571867	-2.0732261e-17	0.3140645
1.4250210396929461e-10	5.843593e-10	3.292165e-10	0.98571944	-2.0732261e-17	0.31407684
