# t (s)	mx ()	my ()	mz ()	E_total (J)	MaxAngle (rad)
0	1.358018e-09	5.2674637e-10	0.97953635	-2.0725775e-17	0.2662736
2.503705780216919e-12	5.843593e-10	8.888845e-10	0.97072864	-2.0686396e-17	0.24093579
5.0204111221224574e-12	4.609031e-10	1.1604882e-09	0.96198124	-2.0598794e-17	0.22933194
7.535812667340908e-12	-1.6460824e-10	1.316866e-09	0.954687	-2.0459073e-17	0.22773942
1.0001218022844617e-11	-9.218062e-10	1.0864144e-09	0.950311	-2.0272336e-17	0.22852401
1.2515519029851984e-11	-1.3827093e-09	3.950598e-10	0.9492633	-2.0039948e-17	0.23106286
1.5029737432295948e-11	-2.0411421e-09	-1.1851794e-09	0.950951	-1.9772073e-17	0.22945435
1.754423294713569e-11	-1.2510226e-09	-3.555538e-09	0.9531612	-1.9455827e-17	0.22624514
2.0010063461589308e-11	2.0493727e-09	-3.9505976e-09	0.95152044	-1.9074509e-17	0.21919647
2.2525510530965017e-11	3.4485428e-09	-1.8436124e-09	0.9376909	-1.8659916e-17	0.21845044
2.5041919416054853e-11	-7.2427625e-10	-3.950598e-10	0.9021128	-1.8337044e-17	0.21790108
2.7512327760593626e-11	-4.872404e-09	-8.658394e-09	0.8402706	-1.8044378e-17	0.17296015
3.003581955379074e-11	-1.3168659e-10	-2.0213893e-08	0.7430531	-1.8068553e-17	0.14772533
3.2512525639865113e-11	8.625472e-09	-1.9094557e-08	0.63290304	-1.8650972e-17	0.1994402
3.503623361467839e-11	1.2905287e-08	-1.158842e-08	0.5432859	-1.898414e-17	0.23341434
3.7508335162454534e-11	1.5604861e-08	-3.9505976e-09	0.4860222	-1.900485e-17	0.23593028
4.002872596658817e-11	1.6493747e-08	9.218062e-10	0.44789928	-1.9036976e-17	0.21668735
4.2548477549283584e-11	1.5209801e-08	2.7654186e-09	0.4224614	-1.906278e-17	0.212465
4.501817506591721e-11	1.3300346e-08	3.555538e-09	0.40642253	-1.9064718e-17	0.21320459
4.753680261338599e-11	1.1917637e-08	4.609031e-09	0.396835	-1.9051971e-17	0.21502374
5.0005872392385537e-11	1.0929988e-08	5.530837e-09	0.3922348	-1.9035327e-17	0.21555999
5.2524222099891976e-11	9.514356e-09	4.3456576e-09	0.39084572	-1.9020064e-17	0.21635914
5.504258502332938e-11	8.823002e-09	3.9505976e-09	0.3918307	-1.900863e-17	0.2166477
5.751159650267996e-11	9.678964e-09	2.633732e-09	0.39450452	-1.9000952e-17	0.21761388
6.002997699116683e-11	9.283905e-09	2.7654186e-09	0.3983777	-1.8995875e-17	0.21868327
6.254837542946352e-11	9.1522185e-09	2.2386721e-09	0.40284005	-1.8992899e-17	0.21958154
6.501739530279258e-11	8.065804e-09	2.3703588e-09	0.407397	-1.8991354e-17	0.2201134
6.753579266606804e-11	7.5719795e-09	2.3703588e-09	0.41199628	-1.8990709e-17	0.22015025
7.000478404630869e-11	7.308606e-09	2.897105e-09	0.41631672	-1.8990795e-17	0.22101274
7.252318590415872e-11	8.230412e-09	1.5802392e-09	0.42043102	-1.8991389e-17	0.22204359
7.504154825266451e-11	8.032882e-09	7.901196e-10	0.42418122	-1.8992198e-17	0.22270167
7.751052720711132e-11	8.164569e-09	1.316866e-09	0.42746782	-1.8992988e-17	0.22305304
8.00288879703662e-11	9.283905e-09	7.901196e-10	0.430416	-1.8993718e-17	0.22315459
8.25472783100846e-11	9.481435e-09	2.6337318e-10	0.43297687	-1.899435e-17	0.22307351
8.501625195370904e-11	8.427942e-09	-3.292165e-10	0.43514848	-1.8994853e-17	0.22326338
8.753461323271932e-11	1.0008181e-08	-3.950598e-10	0.43706053	-1.899523e-17	0.22381511
9.000355736471164e-11	9.942338e-09	1.3168659e-10	0.438677	-1.8995463e-17	0.22425751
9.252190744185696e-11	8.7571586e-09	4.4773443e-09	0.44009694	-1.8995584e-17	0.22461104
9.504026793147927e-11	6.2551133e-09	5.79421e-09	0.44131652	-1.8995614e-17	0.22487609
9.750920304285909e-11	5.267464e-09	3.4238514e-09	0.4423445	-1.8995584e-17	0.22509116
1.0002755404263985e-10	6.485565e-09	-5.2674637e-10	0.44324732	-1.8995505e-17	0.22526388
1.0254589467385191e-10	9.283905e-09	-2.3703588e-09	0.4440253	-1.8995386e-17	0.225401
1.0501488433292798e-10	1.1193361e-08	-8.5596286e-10	0.44468552	-1.8995243e-17	0.22550686
