# t (s)	mx ()	my ()	mz ()	E_total (J)	MaxAngle (rad)
0	1.2715987e-09	6.4197214e-10	0.97953635	-2.0725771e-17	0.2662738
2.538708945768043e-12	3.0452524e-10	5.5966803e-10	0.988298	-2.0686747e-17	0.31809014
5.020395813968158e-12	3.292165e-10	-3.292165e-10	0.99079067	-2.0655218e-17	0.39429817
7.549650242794907e-12	3.0452524e-10	-5.2674637e-10	0.99191487	-2.0643983e-17	0.50000125
1.0028007403511199e-11	3.6213813e-10	-3.292165e-10	0.99259084	-2.0639842e-17	0.59858334
1.2505726280313142e-11	3.950598e-10	-3.292165e-10	0.99305975	-2.06378e-17	0.68316746
1.503253849670231e-11	4.773639e-10	-6.090505e-10	0.9934115	-2.063686e-17	0.76159173
1.7508985732869998e-11	5.514376e-10	-2.3045155e-10	0.99369264	-2.0636917e-17	0.8414111
2.0034421449241064e-11	7.407371e-10	-1.3168659e-10	0.99396896	-2.0638171e-17	0.9462516
2.2510011755516355e-11	1.3415572e-09	0	0.99431825	-2.0642504e-17	1.1614013
2.5029683365675234e-11	1.1423812e-08	1.3168659e-10	0.99550056	-2.0926134e-17	0.09182069
2.751603383846182e-11	4.7736393e-09	2.4526627e-09	0.99565285	-2.0945798e-17	0.09182069
3.0042926238964436e-11	9.547279e-10	2.1069855e-09	0.995664	-2.0946784e-17	0.09182069
3.251995384027754e-11	-4.609031e-10	8.5596286e-10	0.9956651	-2.0946858e-17	0.09182004
3.5045548308853686e-11	-1.6460824e-10	-2.6337318e-10	0.9956652	-2.0946868e-17	0.09182069
3.752144365511099e-11	-1.3168659e-10	-3.950598e-10	0.9956652	-2.0946868e-17	0.09182004
4.004651258856324e-11	1.975299e-10	-2.6337318e-10	0.99566513	-2.0946868e-17	0.09182069
4.2521853784381443e-11	4.773639e-10	-7.901196e-10	0.99566513	-2.094687e-17	0.09182069
4.504650723023031e-11	3.7859896e-10	-1.975299e-10	0.99566513	-2.0946868e-17	0.091821335
4.752148552375731e-11	2.3045155e-10	-6.58433e-10	0.99566513	-2.0946868e-17	0.09182069
5.004581359115158e-11	4.4444226e-10	-5.2674637e-10	0.99566513	-2.0946868e-17	0.09182069
5.2520540078855094e-11	4.609031e-10	-2.3045155e-10	0.9956652	-2.0946868e-17	0.09182069
5.504466119417467e-11	6.58433e-10	-1.3168659e-10	0.9956652	-2.0946868e-17	0.09182069
5.751921716536872e-11	4.609031e-10	-6.5843296e-11	0.99566513	-2.0946868e-17	0.09182004
6.004322157761266e-11	2.4691235e-10	-3.2921648e-11	0.99566513	-2.0946868e-17	0.09182069
6.251770272429356e-11	2.9629485e-10	-2.6337318e-10	0.9956652	-2.0946868e-17	0.09182069
6.504163488588872e-11	3.2098607e-10	-4.609031e-10	0.9956652	-2.0946868e-17	0.09182069
6.751605330276504e-11	9.876495e-11	-3.950598e-10	0.99566513	-2.0946868e-17	0.091821335
7.003994192004328e-11	1.975299e-10	-5.925897e-10	0.9956652	-2.0946868e-17	0.09182069
7.251430523265997e-11	3.6213813e-10	-2.6337318e-10	0.9956652	-2.0946868e-17	0.09182069
7.503814414835135e-11	4.2798143e-10	-6.5843296e-11	0.99566513	-2.0946868e-17	0.09182004
7.751249085965167e-11	2.4691235e-10	-1.3168659e-10	0.99566513	-2.0946868e-17	0.09182069
8.003631708761678e-11	6.5843296e-11	-1.975299e-10	0.9956652	-2.0946868e-17	0.09182069
8.251063840426165e-11	5.5966803e-10	-2.6337318e-10	0.99566513	-2.0946868e-17	0.09182069
8.50344397660177e-11	4.609031e-10	-4.609031e-10	0.9956652	-2.0946868e-17	0.091821335
8.750873474249637e-11	3.1275565e-10	-3.950598e-10	0.99566513	-2.0946868e-17	0.09182069
9.00325119056554e-11	2.7983402e-10	-2.6337318e-10	0.99566513	-2.0946868e-17	0.091821335
9.250679403184098e-11	4.2798143e-10	-1.975299e-10	0.99566513	-2.0946868e-17	0.09182069
9.503054687423403e-11	2.3045155e-10	-5.2674637e-10	0.9956652	-2.0946868e-17	0.09182069
9.750481012340816e-11	0	-6.58433e-10	0.9956652	-2.0946868e-17	0.091821335
1.0002854271058431e-10	-9.876495e-11	-5.925897e-10	0.9956652	-2.0946868e-17	0.09182004
1.0250278947396057e-10	1.3168659e-10	-6.58433e-10	0.9956652	-2.0946868e-17	0.09182069
1.0502651126076046e-10	5.925897e-10	-5.925897e-10	0.9956652	-2.094687e-17	0.091821335
1.0750074213017353e-10	4.2798143e-10	-2.6337318e-10	0.9956652	-2.0946868e-17	0.09182004
1.1002444887910933e-10	1.8106906e-10	-5.2674637e-10	0.99566513	-2.0946868e-17	0.09182069
1.1254815193921812e-10	3.292165e-10	-3.950598e-10	0.9956652	-2.0946868e-17	0.09182069
1.1502235773022587e-10	1.975299e-10	-3.950598e-10	0.9956652	-2.0946868e-17	0.09182069
1.1754604793502586e-10	4.115206e-10	-5.925897e-10	0.9956652	-2.0946868e-17	0.09182004
1.2002025018880645e-10	2.7983402e-10	-1.3168659e-10	0.99566513	-2.0946868e-17	0.09182069
1.2254393392974187e-10	3.2098607e-10	-3.950598e-10	0.99566513	-2.0946868e-17	0.09182004
1.2501813443875892e-10	4.773639e-10	-3.1275565e-10	0.9956652	-2.0946868e-17	0.09182069
1.2754181670518315e-10	1.975299e-10	-2.6337318e-10	0.99566513	-2.0946868e-17	0.09182069
1.3001599225444106e-10	8.230412e-11	-1.8106906e-10	0.9956652	-2.094687e-17	0.09182069
1.3253965610728232e-10	2.7983402e-10	-3.292165e-10	0.99566513	-2.0946868e-17	0.09182069
1.350138355616337e-10	2.9629485e-10	-1.975299e-10	0.9956652	-2.0946868e-17	0.09182069
1.3753750301585985e-10	2.6337318e-10	-5.2674637e-10	0.99566513	-2.0946868e-17	0.091821335
1.4001167909243718e-10	1.1522577e-10	-4.609031e-10	0.99566513	-2.0946868e-17	0.09182069
